7580
7420
7418
6582
6506
6436
6091
6078
5821
5456
4708
4266
4147
4066
4059
4003
3943
3905
3610
3563
3529
3522
3494
3245
3136
3003
2998
2954
2927
2770
2739
2719
2706
2691
2631
2472
2300
2290
2239
2212
945
832
613
515
489
207
49
